"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
32,"blue-collar","married","primary","no",642,"no","yes","cellular",8,"jul",524,1,-1,0,"unknown","no"
31,"admin.","single","secondary","no",-449,"yes","no","unknown",28,"may",81,2,-1,0,"unknown","no"
45,"blue-collar","single","primary","no",999,"no","no","cellular",29,"jan",182,2,-1,0,"unknown","no"
48,"retired","married","primary","no",5173,"yes","no","unknown",18,"jun",88,8,-1,0,"unknown","no"
55,"management","divorced","tertiary","no",1598,"no","no","cellular",22,"aug",607,4,-1,0,"unknown","no"
53,"blue-collar","married","secondary","no",2231,"yes","no","cellular",14,"jul",272,3,-1,0,"unknown","no"
36,"unemployed","married","secondary","no",-872,"yes","yes","cellular",20,"nov",153,1,183,1,"failure","no"
49,"self-employed","married","primary","no",489,"yes","no","unknown",27,"may",84,4,-1,0,"unknown","no"
47,"management","married","tertiary","no",1890,"no","no","cellular",8,"jul",161,1,-1,0,"unknown","no"
59,"technician","divorced","secondary","no",879,"yes","no","unknown",26,"may",228,1,-1,0,"unknown","no"
47,"blue-collar","married","primary","no",556,"yes","no","cellular",4,"feb",147,2,264,4,"other","no"
45,"technician","divorced","secondary","no",976,"yes","no","cellular",17,"apr",183,1,338,2,"failure","no"
53,"blue-collar","married","primary","no",25,"yes","no","unknown",6,"may",266,3,-1,0,"unknown","no"
30,"technician","married","secondary","no",616,"yes","no","cellular",6,"may",19,1,-1,0,"unknown","no"
28,"blue-collar","single","secondary","no",0,"yes","no","unknown",28,"may",386,1,-1,0,"unknown","no"
53,"technician","married","secondary","no",9146,"no","no","cellular",13,"aug",136,4,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",865,"yes","no","cellular",13,"may",78,2,-1,0,"unknown","no"
26,"blue-collar","married","primary","no",5116,"yes","no","cellular",22,"jul",246,3,-1,0,"unknown","no"
38,"blue-collar","single","tertiary","no",14058,"no","no","telephone",17,"jul",293,20,-1,0,"unknown","no"
31,"self-employed","married","tertiary","no",1134,"no","no","cellular",6,"feb",174,2,-1,0,"unknown","no"
40,"management","married","primary","no",733,"yes","no","unknown",6,"jun",94,7,-1,0,"unknown","no"
38,"blue-collar","married","primary","no",506,"yes","yes","unknown",12,"jun",122,1,-1,0,"unknown","no"
32,"management","single","tertiary","no",1218,"yes","no","telephone",28,"jan",70,2,-1,0,"unknown","no"
60,"retired","married","secondary","no",262,"no","no","cellular",18,"aug",393,4,-1,0,"unknown","no"
50,"services","married","primary","no",1260,"no","no","cellular",18,"nov",172,1,-1,0,"unknown","no"
37,"technician","single","secondary","no",61,"yes","no","unknown",19,"may",182,8,-1,0,"unknown","no"
28,"technician","single","tertiary","no",356,"no","no","cellular",2,"mar",76,2,-1,0,"unknown","no"
26,"self-employed","single","tertiary","no",211,"no","no","cellular",29,"jan",168,3,-1,0,"unknown","no"
49,"management","divorced","tertiary","no",1904,"no","yes","cellular",17,"nov",131,2,-1,0,"unknown","no"
40,"technician","single","secondary","no",591,"no","yes","cellular",14,"aug",87,6,-1,0,"unknown","no"
59,"blue-collar","married","primary","no",179,"yes","no","unknown",5,"may",55,3,-1,0,"unknown","no"
33,"services","married","secondary","no",288,"yes","no","cellular",17,"apr",306,1,-1,0,"unknown","no"
25,"services","single","secondary","no",402,"no","yes","cellular",7,"jul",264,1,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",121,"yes","yes","cellular",6,"feb",168,1,212,2,"failure","no"
45,"unemployed","married","primary","no",180,"yes","yes","unknown",27,"may",62,2,-1,0,"unknown","no"
52,"blue-collar","married","primary","no",-133,"no","no","unknown",5,"jun",96,2,-1,0,"unknown","no"
33,"management","married","tertiary","no",1808,"yes","no","unknown",4,"jun",99,4,-1,0,"unknown","no"
41,"housemaid","single","secondary","no",231,"no","no","cellular",9,"jul",76,2,-1,0,"unknown","no"
44,"management","married","tertiary","no",17361,"no","no","unknown",18,"jun",476,1,-1,0,"unknown","no"
32,"self-employed","married","tertiary","no",189,"yes","no","unknown",6,"jun",106,2,-1,0,"unknown","no"
33,"self-employed","married","tertiary","no",263,"no","no","cellular",4,"may",119,2,-1,0,"unknown","no"
31,"management","married","tertiary","no",0,"no","no","unknown",14,"may",298,1,-1,0,"unknown","no"
32,"admin.","married","secondary","no",923,"yes","no","cellular",17,"apr",819,4,-1,0,"unknown","no"
37,"technician","married","secondary","no",4030,"yes","no","unknown",26,"may",178,5,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",1925,"yes","no","cellular",2,"mar",76,2,-1,0,"unknown","no"
37,"self-employed","married","tertiary","no",0,"no","no","unknown",6,"jun",143,1,-1,0,"unknown","no"
40,"services","married","unknown","no",4075,"yes","no","unknown",16,"jun",162,3,-1,0,"unknown","no"
32,"management","single","tertiary","no",2629,"no","no","cellular",28,"aug",77,4,-1,0,"unknown","no"
47,"technician","married","secondary","no",2246,"yes","no","cellular",10,"jul",330,1,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",150,"no","no","cellular",5,"feb",210,1,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",121,"yes","no","cellular",13,"may",16,6,176,5,"other","no"
27,"admin.","single","secondary","no",-145,"yes","no","telephone",15,"may",289,8,-1,0,"unknown","no"
39,"technician","single","unknown","no",75,"no","no","unknown",6,"jun",26,1,-1,0,"unknown","no"
53,"management","married","tertiary","no",1319,"yes","no","cellular",16,"apr",427,1,150,1,"failure","no"
71,"unknown","married","tertiary","no",353,"no","no","cellular",27,"jan",208,1,93,2,"failure","no"
50,"blue-collar","married","primary","no",0,"no","no","cellular",11,"aug",72,5,-1,0,"unknown","no"
33,"technician","single","tertiary","no",123,"no","no","cellular",19,"aug",264,1,-1,0,"unknown","no"
39,"blue-collar","married","unknown","no",0,"no","no","cellular",2,"feb",731,1,193,3,"failure","no"
35,"blue-collar","married","primary","no",46,"no","no","cellular",8,"jul",338,3,-1,0,"unknown","no"
40,"management","married","tertiary","no",-7,"no","yes","telephone",25,"jul",697,1,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",641,"yes","no","unknown",13,"may",161,1,-1,0,"unknown","no"
55,"housemaid","married","primary","no",136,"yes","no","unknown",19,"jun",15,10,-1,0,"unknown","no"
34,"self-employed","married","tertiary","no",5498,"no","no","cellular",19,"nov",265,1,-1,0,"unknown","no"
35,"technician","divorced","secondary","no",69,"yes","no","unknown",8,"may",461,3,-1,0,"unknown","no"
34,"technician","single","secondary","no",1386,"yes","yes","unknown",28,"may",185,6,-1,0,"unknown","no"
47,"technician","married","secondary","no",57,"no","no","cellular",5,"may",253,1,342,1,"success","no"
30,"blue-collar","married","secondary","no",673,"yes","no","unknown",20,"may",610,2,-1,0,"unknown","no"
27,"technician","single","secondary","no",235,"yes","no","cellular",12,"may",13,5,-1,0,"unknown","no"
54,"blue-collar","married","primary","no",2281,"yes","no","unknown",20,"jun",158,1,-1,0,"unknown","no"
32,"technician","married","tertiary","no",396,"yes","no","cellular",13,"may",205,3,-1,0,"unknown","no"
51,"blue-collar","divorced","primary","no",-28,"no","yes","unknown",2,"jul",220,2,-1,0,"unknown","no"
42,"blue-collar","married","unknown","no",-406,"yes","no","cellular",30,"jul",152,5,-1,0,"unknown","no"
44,"blue-collar","married","secondary","no",2523,"yes","no","unknown",29,"may",1236,2,-1,0,"unknown","no"
54,"unemployed","married","primary","no",541,"yes","no","cellular",3,"feb",237,3,-1,0,"unknown","no"
53,"blue-collar","married","primary","no",1868,"no","no","cellular",8,"aug",156,4,-1,0,"unknown","no"
56,"management","single","secondary","no",237,"yes","no","telephone",9,"jul",236,4,-1,0,"unknown","no"
24,"admin.","single","secondary","no",926,"yes","yes","cellular",15,"may",191,1,-1,0,"unknown","no"
48,"blue-collar","single","secondary","no",312,"yes","yes","cellular",3,"feb",369,2,-1,0,"unknown","no"
29,"management","single","tertiary","no",3357,"no","no","cellular",21,"jul",120,3,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",1298,"yes","no","unknown",20,"may",120,1,-1,0,"unknown","no"
35,"blue-collar","single","unknown","no",871,"yes","no","unknown",6,"jun",216,3,-1,0,"unknown","no"
39,"self-employed","married","secondary","no",4722,"yes","no","unknown",17,"jun",483,1,-1,0,"unknown","no"
60,"blue-collar","married","primary","no",1472,"no","no","unknown",20,"jun",36,4,-1,0,"unknown","no"
27,"services","single","secondary","yes",-1,"no","no","cellular",22,"jul",60,2,-1,0,"unknown","no"
63,"retired","married","secondary","no",2747,"no","no","cellular",11,"sep",113,1,80,1,"failure","no"
24,"blue-collar","married","secondary","no",-254,"yes","yes","unknown",27,"may",290,2,-1,0,"unknown","no"
49,"services","married","tertiary","no",306,"yes","no","cellular",18,"aug",285,7,-1,0,"unknown","no"
46,"management","married","tertiary","no",523,"yes","no","cellular",6,"may",105,4,366,2,"failure","no"
34,"admin.","married","secondary","no",244,"yes","no","cellular",31,"jul",56,4,-1,0,"unknown","no"
32,"technician","single","tertiary","no",705,"yes","no","cellular",20,"apr",20,4,-1,0,"unknown","no"
50,"services","married","secondary","no",961,"no","yes","cellular",14,"aug",757,4,-1,0,"unknown","no"
28,"unemployed","single","secondary","no",304,"no","no","cellular",14,"jun",516,1,-1,0,"unknown","no"
30,"student","single","tertiary","no",34,"yes","no","unknown",6,"may",289,1,-1,0,"unknown","no"
23,"blue-collar","single","primary","no",8627,"yes","no","cellular",15,"may",169,1,346,1,"failure","no"
53,"blue-collar","married","secondary","no",0,"no","no","telephone",31,"jul",36,4,-1,0,"unknown","no"
31,"services","single","secondary","no",481,"yes","no","cellular",20,"nov",106,2,183,2,"failure","no"
32,"admin.","single","secondary","no",116,"no","yes","cellular",16,"jul",255,2,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",5137,"yes","no","cellular",6,"may",123,1,-1,0,"unknown","no"
48,"services","divorced","secondary","no",3186,"no","yes","cellular",9,"apr",104,1,-1,0,"unknown","no"
29,"technician","single","secondary","no",534,"yes","no","cellular",18,"may",382,1,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",0,"no","yes","telephone",15,"jul",275,2,-1,0,"unknown","no"
45,"technician","married","secondary","no",1415,"yes","no","cellular",17,"nov",483,1,116,1,"failure","no"
47,"unemployed","married","secondary","no",3188,"yes","no","cellular",3,"feb",426,3,-1,0,"unknown","no"
36,"technician","single","secondary","no",1855,"yes","no","cellular",4,"feb",75,1,273,1,"failure","no"
41,"blue-collar","single","secondary","no",428,"yes","no","cellular",12,"may",92,1,-1,0,"unknown","no"
36,"technician","married","secondary","no",191,"no","no","cellular",31,"aug",69,1,-1,0,"unknown","no"
32,"services","single","secondary","no",473,"yes","no","cellular",7,"jul",624,5,-1,0,"unknown","no"
44,"blue-collar","married","secondary","no",788,"yes","no","cellular",17,"apr",392,1,-1,0,"unknown","no"
32,"management","single","tertiary","no",8436,"yes","no","cellular",17,"apr",245,1,149,2,"failure","no"
41,"entrepreneur","married","tertiary","no",171,"yes","no","cellular",19,"nov",209,1,191,4,"failure","no"
34,"student","married","unknown","no",1387,"no","no","cellular",30,"apr",121,1,-1,0,"unknown","no"
56,"technician","married","secondary","no",4073,"no","no","cellular",27,"aug",239,5,-1,0,"unknown","no"
52,"management","married","secondary","no",-588,"yes","no","cellular",22,"jul",81,4,-1,0,"unknown","no"
38,"management","married","tertiary","no",389,"yes","no","unknown",6,"may",262,1,-1,0,"unknown","no"
31,"admin.","single","secondary","no",2104,"yes","no","unknown",3,"jun",455,1,-1,0,"unknown","no"
55,"blue-collar","married","secondary","no",471,"yes","no","unknown",30,"may",58,2,-1,0,"unknown","no"
59,"housemaid","married","secondary","no",0,"no","no","telephone",3,"feb",722,1,99,4,"failure","no"
36,"technician","married","secondary","no",23,"yes","no","cellular",8,"may",152,2,347,1,"failure","no"
33,"blue-collar","married","secondary","no",0,"yes","yes","cellular",28,"jul",83,12,-1,0,"unknown","no"
47,"housemaid","married","primary","no",201,"yes","no","cellular",7,"aug",58,2,382,1,"failure","no"
55,"blue-collar","single","primary","no",1187,"yes","no","unknown",2,"jun",193,2,-1,0,"unknown","no"
51,"technician","married","tertiary","no",1315,"no","no","telephone",5,"jun",303,2,-1,0,"unknown","no"
29,"blue-collar","married","secondary","no",912,"yes","no","cellular",13,"may",785,1,-1,0,"unknown","no"
40,"technician","married","secondary","no",169,"yes","no","cellular",18,"aug",43,4,-1,0,"unknown","no"
52,"technician","single","tertiary","no",1308,"yes","no","unknown",29,"may",361,1,-1,0,"unknown","no"
42,"housemaid","married","primary","no",83,"no","yes","cellular",7,"aug",184,1,-1,0,"unknown","no"
34,"technician","single","tertiary","no",9851,"yes","no","cellular",20,"nov",128,5,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",425,"yes","no","telephone",9,"jul",693,2,-1,0,"unknown","no"
34,"admin.","single","secondary","no",1,"yes","no","cellular",22,"jul",483,7,-1,0,"unknown","no"
49,"housemaid","married","primary","no",249,"yes","no","cellular",21,"nov",450,1,-1,0,"unknown","no"
52,"blue-collar","married","secondary","no",60,"no","yes","cellular",26,"aug",196,2,-1,0,"unknown","no"
58,"technician","married","primary","no",4015,"no","no","unknown",20,"jun",106,3,-1,0,"unknown","no"
38,"blue-collar","divorced","secondary","no",595,"yes","no","cellular",7,"may",245,3,-1,0,"unknown","no"
58,"retired","married","secondary","no",11,"no","no","cellular",11,"aug",270,1,-1,0,"unknown","no"
50,"management","divorced","tertiary","no",356,"no","no","cellular",8,"may",198,2,358,5,"other","no"
42,"services","married","secondary","no",3620,"yes","no","unknown",27,"may",22,16,-1,0,"unknown","no"
34,"management","single","tertiary","no",8038,"yes","no","cellular",20,"apr",29,3,152,1,"failure","no"
42,"management","single","tertiary","no",0,"no","no","cellular",7,"sep",99,1,-1,0,"unknown","no"
26,"management","single","secondary","no",565,"yes","no","unknown",6,"jun",582,11,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",67,"no","no","unknown",24,"jun",9,1,-1,0,"unknown","no"
33,"technician","single","secondary","no",5235,"no","no","cellular",7,"aug",67,3,-1,0,"unknown","no"
60,"retired","divorced","secondary","no",598,"no","yes","cellular",8,"jul",96,1,-1,0,"unknown","no"
75,"retired","divorced","primary","no",852,"no","no","cellular",15,"mar",341,1,-1,0,"unknown","no"
31,"admin.","single","secondary","no",223,"yes","no","cellular",17,"apr",508,1,315,11,"success","no"
40,"services","married","primary","no",33,"no","no","unknown",26,"may",70,3,-1,0,"unknown","no"
71,"retired","divorced","tertiary","no",261,"no","no","cellular",12,"aug",1117,2,-1,0,"unknown","no"
37,"technician","divorced","secondary","no",2610,"yes","no","cellular",13,"may",53,1,-1,0,"unknown","no"
38,"blue-collar","married","primary","no",168,"yes","yes","telephone",13,"may",212,3,-1,0,"unknown","no"
39,"technician","married","tertiary","no",1161,"yes","no","cellular",9,"apr",236,1,336,1,"failure","no"
45,"entrepreneur","married","secondary","no",128,"no","yes","cellular",18,"nov",275,2,-1,0,"unknown","no"
44,"blue-collar","married","primary","no",10,"yes","no","cellular",17,"jul",196,1,-1,0,"unknown","no"
46,"admin.","married","secondary","no",0,"yes","yes","cellular",20,"apr",239,2,259,2,"failure","no"
50,"management","married","tertiary","no",112,"yes","no","cellular",4,"nov",70,5,85,5,"other","no"
41,"unemployed","divorced","secondary","no",1281,"no","no","cellular",31,"jul",45,3,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",1291,"yes","no","cellular",14,"may",142,3,259,17,"failure","no"
39,"blue-collar","married","secondary","no",285,"yes","yes","unknown",6,"may",209,1,-1,0,"unknown","no"
31,"blue-collar","single","primary","no",-280,"no","no","unknown",21,"may",281,3,-1,0,"unknown","no"
52,"blue-collar","married","primary","no",779,"yes","no","unknown",16,"may",30,3,-1,0,"unknown","no"
41,"entrepreneur","married","secondary","no",353,"no","no","cellular",19,"nov",90,2,-1,0,"unknown","no"
31,"services","married","secondary","no",132,"no","no","cellular",7,"jul",148,1,152,1,"other","no"
41,"management","married","tertiary","no",832,"yes","yes","cellular",21,"nov",164,1,176,1,"failure","no"
57,"management","married","secondary","no",139,"no","no","cellular",17,"aug",80,1,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",517,"yes","no","unknown",5,"may",528,1,-1,0,"unknown","no"
21,"student","single","secondary","no",6,"no","no","unknown",9,"may",622,1,-1,0,"unknown","no"
52,"blue-collar","married","primary","no",2,"no","no","unknown",9,"jun",70,3,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",123,"yes","no","cellular",18,"may",9,1,-1,0,"unknown","no"
37,"management","married","tertiary","no",539,"no","no","cellular",18,"jan",540,2,115,3,"failure","no"
43,"technician","single","tertiary","no",1017,"yes","no","unknown",19,"may",257,2,-1,0,"unknown","no"
33,"management","married","tertiary","no",150,"no","no","cellular",21,"aug",151,2,-1,0,"unknown","no"
42,"admin.","married","secondary","no",-396,"yes","no","cellular",11,"may",80,1,308,4,"failure","no"
57,"blue-collar","married","primary","no",179,"no","no","unknown",9,"jun",230,3,-1,0,"unknown","no"
24,"blue-collar","single","unknown","no",431,"yes","no","unknown",3,"jun",108,12,-1,0,"unknown","no"
45,"management","married","tertiary","no",1529,"no","no","cellular",30,"jun",160,1,-1,0,"unknown","no"
57,"management","married","tertiary","no",3431,"yes","no","unknown",16,"may",73,1,-1,0,"unknown","no"
58,"retired","married","unknown","no",937,"no","no","cellular",5,"aug",155,1,-1,0,"unknown","no"
28,"student","single","secondary","no",11555,"no","no","cellular",8,"apr",125,2,-1,0,"unknown","no"
29,"management","single","tertiary","no",1673,"no","no","cellular",16,"aug",200,2,159,3,"other","no"
26,"blue-collar","single","primary","no",3342,"yes","no","unknown",4,"jun",329,4,-1,0,"unknown","no"
51,"housemaid","married","primary","no",30,"yes","no","cellular",14,"jul",333,2,-1,0,"unknown","no"
29,"management","divorced","tertiary","no",415,"yes","yes","unknown",28,"may",449,4,-1,0,"unknown","no"
57,"retired","married","secondary","no",523,"no","yes","cellular",2,"feb",49,6,-1,0,"unknown","no"
36,"services","married","secondary","no",-11,"yes","no","cellular",30,"jul",172,28,-1,0,"unknown","no"
37,"housemaid","divorced","secondary","no",1040,"yes","no","cellular",13,"may",199,1,173,2,"failure","no"
33,"blue-collar","married","secondary","no",86,"yes","no","unknown",19,"may",364,1,-1,0,"unknown","no"
46,"services","married","secondary","no",2420,"no","no","cellular",19,"nov",405,2,-1,0,"unknown","no"
32,"admin.","single","secondary","no",2817,"yes","no","cellular",21,"nov",195,1,-1,0,"unknown","no"
27,"admin.","married","secondary","no",1033,"yes","no","unknown",9,"may",1713,1,-1,0,"unknown","no"
32,"management","single","secondary","no",249,"yes","no","unknown",2,"jun",258,1,-1,0,"unknown","no"
51,"admin.","married","secondary","no",2967,"no","no","unknown",17,"jun",83,2,-1,0,"unknown","no"
28,"self-employed","single","tertiary","no",0,"yes","no","cellular",21,"jul",479,1,-1,0,"unknown","no"
52,"blue-collar","married","unknown","no",826,"yes","no","unknown",15,"may",468,2,-1,0,"unknown","no"
29,"technician","single","tertiary","no",0,"yes","no","unknown",7,"may",104,2,-1,0,"unknown","no"
41,"technician","single","secondary","no",879,"no","yes","cellular",7,"jul",60,4,-1,0,"unknown","no"
48,"retired","married","primary","yes",-285,"no","yes","cellular",19,"nov",157,1,-1,0,"unknown","no"
34,"admin.","married","secondary","no",396,"yes","no","cellular",16,"jul",101,3,-1,0,"unknown","no"
41,"entrepreneur","divorced","secondary","no",1588,"yes","yes","unknown",20,"jun",10,8,-1,0,"unknown","no"
42,"admin.","married","secondary","no",4209,"yes","no","unknown",5,"jun",57,6,-1,0,"unknown","no"
42,"technician","married","secondary","no",2030,"yes","yes","cellular",9,"jul",196,1,-1,0,"unknown","no"
42,"technician","divorced","secondary","no",248,"no","no","cellular",19,"aug",163,4,-1,0,"unknown","no"
51,"self-employed","married","primary","no",307,"yes","yes","unknown",17,"jun",65,2,-1,0,"unknown","no"
56,"admin.","married","secondary","no",1270,"yes","no","cellular",17,"nov",80,2,165,2,"other","no"
31,"management","married","tertiary","no",4945,"no","no","cellular",11,"aug",445,1,-1,0,"unknown","no"
33,"self-employed","married","secondary","no",215,"yes","no","cellular",29,"jul",543,12,-1,0,"unknown","no"
59,"housemaid","married","primary","no",235,"no","no","cellular",13,"aug",119,2,-1,0,"unknown","no"
38,"management","married","tertiary","no",46,"no","no","cellular",29,"aug",70,4,-1,0,"unknown","no"
36,"services","married","secondary","no",472,"yes","no","unknown",19,"jun",1017,1,-1,0,"unknown","no"
32,"technician","single","tertiary","no",741,"yes","no","cellular",11,"aug",238,1,-1,0,"unknown","no"
36,"management","married","tertiary","no",605,"yes","no","unknown",26,"may",204,1,-1,0,"unknown","no"
51,"technician","married","secondary","no",463,"yes","no","unknown",13,"may",213,5,-1,0,"unknown","no"
76,"retired","married","primary","no",2590,"no","no","telephone",9,"feb",68,12,-1,0,"unknown","no"
70,"retired","divorced","primary","no",4531,"no","no","cellular",18,"may",445,1,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",-179,"yes","no","cellular",30,"jul",335,6,-1,0,"unknown","no"
55,"technician","single","secondary","no",3339,"yes","no","unknown",2,"jun",63,1,-1,0,"unknown","no"
23,"student","single","secondary","no",9216,"no","no","cellular",5,"jun",471,2,-1,0,"unknown","no"
55,"technician","married","secondary","no",0,"no","no","cellular",19,"nov",336,1,-1,0,"unknown","no"
26,"management","single","tertiary","no",1177,"no","no","cellular",19,"oct",116,1,-1,0,"unknown","no"
49,"management","married","tertiary","no",852,"yes","no","cellular",20,"nov",408,1,-1,0,"unknown","no"
38,"blue-collar","single","secondary","no",-1,"yes","no","unknown",7,"may",72,1,-1,0,"unknown","no"
37,"technician","married","secondary","no",2707,"yes","no","telephone",16,"jul",109,1,-1,0,"unknown","no"
55,"retired","married","primary","no",8894,"no","no","unknown",11,"jun",262,1,-1,0,"unknown","no"
39,"management","divorced","tertiary","no",1315,"yes","no","cellular",19,"nov",1337,4,126,1,"failure","no"
46,"admin.","single","secondary","no",1790,"yes","no","unknown",5,"jun",214,5,-1,0,"unknown","no"
37,"technician","married","secondary","no",712,"yes","no","cellular",18,"nov",291,2,-1,0,"unknown","no"
31,"blue-collar","single","secondary","no",16,"no","no","cellular",7,"jul",387,1,-1,0,"unknown","no"
32,"admin.","divorced","secondary","yes",5,"yes","yes","cellular",18,"may",82,3,363,2,"other","no"
26,"services","divorced","secondary","no",74,"yes","no","unknown",23,"may",106,6,-1,0,"unknown","no"
52,"admin.","divorced","secondary","no",98,"no","yes","unknown",19,"jun",148,1,-1,0,"unknown","no"
33,"self-employed","single","tertiary","no",2155,"no","no","cellular",17,"nov",295,1,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",171,"yes","yes","unknown",20,"may",172,1,-1,0,"unknown","no"
33,"admin.","single","secondary","no",-300,"yes","yes","cellular",25,"jul",184,1,-1,0,"unknown","no"
32,"technician","married","secondary","yes",4,"yes","yes","cellular",25,"aug",132,8,-1,0,"unknown","no"
51,"technician","married","tertiary","no",-3,"no","no","cellular",25,"aug",91,9,-1,0,"unknown","no"
52,"technician","married","secondary","no",64,"no","no","telephone",29,"aug",20,2,-1,0,"unknown","no"
34,"management","single","tertiary","no",2679,"yes","no","cellular",7,"may",195,1,-1,0,"unknown","no"
32,"management","married","secondary","no",6217,"yes","yes","unknown",21,"may",486,2,-1,0,"unknown","no"
35,"technician","single","secondary","no",450,"yes","no","cellular",13,"may",63,1,-1,0,"unknown","no"
27,"blue-collar","married","secondary","no",362,"yes","no","unknown",14,"may",332,2,-1,0,"unknown","no"
43,"management","married","tertiary","no",3529,"yes","no","cellular",4,"aug",190,3,-1,0,"unknown","no"
42,"technician","single","unknown","no",344,"yes","no","unknown",3,"jun",26,7,-1,0,"unknown","no"
49,"technician","married","tertiary","no",1843,"yes","no","cellular",25,"may",269,1,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",456,"no","no","cellular",12,"may",121,1,-1,0,"unknown","no"
38,"management","married","tertiary","no",7124,"no","no","unknown",16,"jun",301,6,-1,0,"unknown","no"
32,"technician","single","secondary","no",-28,"no","yes","unknown",4,"jul",400,1,-1,0,"unknown","no"
36,"management","married","tertiary","no",1852,"no","no","unknown",8,"may",362,1,-1,0,"unknown","no"
57,"retired","married","unknown","no",1621,"yes","no","unknown",19,"jun",108,1,-1,0,"unknown","no"
54,"services","married","secondary","no",158,"yes","no","unknown",19,"may",198,1,-1,0,"unknown","no"
32,"self-employed","single","secondary","no",1259,"no","no","cellular",25,"jul",184,2,-1,0,"unknown","no"
36,"technician","married","secondary","no",300,"no","no","unknown",9,"jun",287,1,-1,0,"unknown","no"
46,"blue-collar","married","secondary","no",519,"yes","no","cellular",25,"aug",217,6,-1,0,"unknown","no"
35,"student","single","unknown","no",0,"no","no","telephone",28,"jan",122,3,-1,0,"unknown","no"
31,"housemaid","married","primary","no",25,"no","no","cellular",21,"aug",169,5,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",1367,"no","no","unknown",12,"jun",43,1,-1,0,"unknown","no"
38,"services","married","secondary","no",497,"yes","yes","unknown",19,"may",88,5,-1,0,"unknown","no"
54,"technician","divorced","secondary","no",784,"yes","yes","unknown",15,"may",579,1,-1,0,"unknown","no"
23,"student","single","secondary","no",1021,"no","no","telephone",19,"jun",79,9,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",422,"yes","no","cellular",14,"may",73,1,-1,0,"unknown","no"
38,"services","married","secondary","no",435,"yes","no","unknown",23,"may",193,2,-1,0,"unknown","no"
27,"technician","single","secondary","no",842,"no","no","cellular",30,"jul",273,1,91,1,"other","no"
52,"services","married","secondary","no",381,"no","yes","cellular",25,"aug",288,12,-1,0,"unknown","no"
26,"management","single","tertiary","no",592,"no","no","telephone",29,"jan",145,2,164,1,"other","no"
57,"retired","married","primary","no",2927,"no","yes","telephone",30,"jul",78,5,-1,0,"unknown","no"
28,"management","single","tertiary","no",5549,"no","no","cellular",28,"jul",383,6,-1,0,"unknown","no"
46,"technician","married","secondary","no",1322,"yes","yes","cellular",19,"nov",514,1,-1,0,"unknown","no"
54,"blue-collar","married","primary","no",781,"yes","no","unknown",9,"may",103,2,-1,0,"unknown","no"
56,"self-employed","married","secondary","no",800,"no","yes","cellular",9,"jul",170,1,-1,0,"unknown","no"
37,"unemployed","married","unknown","no",4565,"no","no","cellular",4,"sep",369,1,-1,0,"unknown","no"
52,"entrepreneur","married","tertiary","no",0,"no","no","unknown",19,"jun",163,3,-1,0,"unknown","no"
41,"blue-collar","married","primary","no",1172,"yes","no","unknown",15,"may",153,1,-1,0,"unknown","no"
55,"blue-collar","married","unknown","no",1665,"no","no","telephone",30,"jul",89,2,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",222,"no","no","cellular",8,"aug",71,2,-1,0,"unknown","no"
39,"admin.","divorced","secondary","no",2903,"yes","yes","telephone",25,"jul",259,2,-1,0,"unknown","no"
42,"self-employed","divorced","tertiary","no",360,"yes","no","unknown",24,"jun",110,5,-1,0,"unknown","no"
26,"services","single","secondary","no",209,"yes","no","cellular",22,"jul",319,2,-1,0,"unknown","no"
35,"blue-collar","single","secondary","no",0,"yes","no","cellular",16,"apr",169,1,-1,0,"unknown","no"
38,"management","married","tertiary","no",76,"yes","no","cellular",7,"jul",196,3,-1,0,"unknown","no"
28,"technician","single","secondary","no",1453,"yes","no","cellular",12,"may",246,1,343,1,"other","no"
50,"management","married","secondary","yes",421,"no","no","cellular",20,"nov",22,5,-1,0,"unknown","no"
47,"technician","married","unknown","no",2106,"yes","no","unknown",6,"may",168,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",207,"yes","no","cellular",4,"feb",99,1,-1,0,"unknown","no"
34,"admin.","married","tertiary","no",37,"no","no","cellular",6,"feb",45,1,-1,0,"unknown","no"
